"filename", "language", "JavaScript", "CSS", "JavaScript JSX", "XML", "comment", "blank", "total"
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/GridCardAttrications/GridCardAttrications.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/GridCardAttrications/GridCardAttrications.jsx", "JavaScript JSX", 0, 0, 38, 0, 1, 2, 41
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Hotels/Hotels.css", "CSS", 0, 24, 0, 0, 1, 6, 31
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Hotels/Hotels.jsx", "JavaScript JSX", 0, 0, 81, 0, 6, 14, 101
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/MainAPI/MainAPI.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/MainAPI/MainAPI.jsx", "JavaScript JSX", 0, 0, 43, 0, 0, 8, 51
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Navbar/Navbar 2.css", "CSS", 0, 92, 0, 0, 2, 15, 109
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Navbar/Navbar 2.jsx", "JavaScript JSX", 0, 0, 98, 0, 0, 8, 106
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Navbar/Navbar.css", "CSS", 0, 92, 0, 0, 2, 15, 109
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Navbar/Navbar.jsx", "JavaScript JSX", 0, 0, 97, 0, 0, 7, 104
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Signup/SignupPage 2.css", "CSS", 0, 103, 0, 0, 20, 23, 146
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Signup/SignupPage 2.jsx", "JavaScript JSX", 0, 0, 113, 0, 41, 12, 166
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Signup/SignupPage.css", "CSS", 0, 103, 0, 0, 20, 23, 146
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Signup/SignupPage.jsx", "JavaScript JSX", 0, 0, 113, 0, 41, 12, 166
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/StarRating/StarRating 2.jsx", "JavaScript JSX", 0, 0, 21, 0, 3, 5, 29
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/StarRating/StarRating.jsx", "JavaScript JSX", 0, 0, 21, 0, 0, 5, 26
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Summary/Summary.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Summary/Summary.jsx", "JavaScript JSX", 0, 0, 27, 0, 0, 5, 32
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Signup/SignupPage.jsx", "JavaScript JSX", 0, 0, 10, 0, 0, 2, 12
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/System/App.test.js", "JavaScript", 7, 0, 0, 0, 0, 2, 9
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/System/reportWebVitals.js", "JavaScript", 12, 0, 0, 0, 0, 2, 14
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/System/setupTests.js", "JavaScript", 1, 0, 0, 0, 4, 1, 6
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/index.js", "JavaScript", 12, 0, 0, 0, 3, 3, 18
"Total", "-", 132, 1359, 1521, 1, 307, 447, 3767
